,CustomerID,Recency,Frequency,Monetary,r_score,f_score,m_score,rfm
663,664,43,18,3569.46,2,2,3,223
664,665,10,21,3567.95,2,2,3,223
665,666,141,17,3566.69,2,2,3,223
666,667,18,18,3561.63,2,2,3,223
667,668,10,18,3549.48,2,2,3,223
668,669,1,28,3547.93,2,3,3,233
669,670,125,20,3547.9,2,2,3,223
670,671,1,31,3547.7,2,3,3,233
671,672,3,22,3546.66,2,2,3,223
672,673,11,23,3545.81,2,3,3,233
673,674,3,29,3544.36,2,3,3,233
674,675,39,22,3543.28,2,2,3,223
675,676,9,16,3540.02,2,2,3,223
676,677,37,20,3536.42,2,2,3,223
677,678,154,25,3531.05,2,3,3,233
678,679,52,24,3529.86,2,3,3,233
679,680,61,15,3527.89,2,2,3,223
680,681,50,23,3522.99,2,3,3,233
681,682,31,8,3522.44,2,2,3,223
682,683,67,23,3516.61,2,3,3,233
683,684,17,31,3515.76,2,3,3,233
684,685,18,15,3514.19,2,2,3,223
685,686,2,25,3510.45,2,3,3,233
686,687,92,22,3509.32,2,2,3,223
687,688,18,16,3507.54,2,2,3,223
688,689,76,15,3502.73,2,2,3,223
689,690,41,16,3502.05,2,2,3,223
690,691,26,21,3500.33,2,2,3,223
691,692,6,7,3497.15,2,2,3,223
692,693,101,29,3496.03,2,3,3,233
693,694,99,18,3495.65,2,2,3,223
694,695,6,11,3494.81,2,2,3,223
695,696,35,32,3494.38,2,3,3,233
696,697,15,22,3489.86,2,2,3,223
697,698,25,17,3488.94,2,2,3,223
698,699,93,5,3488.19,2,2,3,223
699,700,137,10,3483.11,2,2,3,223
700,701,181,13,3480.3,2,2,3,223
701,702,42,32,3478.81,2,3,3,233
702,703,80,24,3474.12,2,3,3,233
703,704,130,18,3473.12,2,2,3,223
704,705,35,13,3472.72,2,2,3,223
705,706,91,26,3469.06,2,3,3,233
706,707,179,22,3462.34,2,2,3,223
707,708,118,27,3459.83,2,3,3,233
708,709,93,30,3457.05,2,3,3,233
709,710,42,26,3453.1,2,3,3,233
710,711,83,15,3445.19,2,2,3,223
711,712,2,35,3444.56,2,3,3,233
712,713,18,20,3444.33,2,2,3,223
713,714,4,31,3443.22,2,3,3,233
714,715,26,28,3441.31,2,3,3,233
715,716,31,23,3438.47,2,3,3,233
716,717,4,49,3436.28,2,3,3,233
717,718,10,28,3434.27,2,3,3,233
718,719,25,26,3431.96,2,3,3,233
719,720,100,23,3431.25,2,3,3,233
720,721,2,30,3427.29,2,3,3,233
721,722,76,22,3427.02,2,2,3,223
722,723,13,21,3426.39,2,2,3,223
723,724,14,20,3423.78,2,2,3,223
724,725,70,26,3423.09,2,3,3,233
725,726,21,11,3422.77,2,2,3,223
726,727,173,8,3415.08,2,2,3,223
727,728,33,21,3414.26,2,2,3,223
728,729,86,28,3413.67,2,3,3,233
729,730,4,16,3412.36,2,2,3,223
730,731,2,6,3412.0,2,2,3,223
731,732,29,16,3411.88,2,2,3,223
732,733,167,23,3411.59,2,3,3,233
733,734,67,16,3411.37,2,2,3,223
734,735,122,15,3409.38,2,2,3,223
735,736,46,19,3407.86,2,2,3,223
736,737,115,23,3407.86,2,3,3,233
737,738,197,34,3406.45,2,3,3,233
738,739,12,13,3404.46,2,2,3,223
739,740,1,11,3401.97,2,2,3,223
740,741,28,10,3401.32,2,2,3,223
741,742,82,33,3398.3,2,3,3,233
742,743,185,11,3396.95,2,2,3,223
743,744,31,25,3393.47,2,3,3,233
744,745,6,19,3392.95,2,2,3,223
745,746,14,31,3391.92,2,3,3,233
746,747,24,28,3391.57,2,3,3,233
747,748,23,38,3391.52,2,3,3,233
748,749,5,28,3391.1,2,3,3,233
749,750,1,20,3391.09,2,2,3,223
750,751,62,31,3386.43,2,3,3,233
751,752,59,44,3380.98,2,3,3,233
752,753,23,44,3380.72,2,3,3,233
753,754,103,24,3378.51,2,3,3,233
754,755,18,22,3376.73,2,2,3,223
755,756,39,23,3375.05,2,3,3,233
756,757,12,27,3372.21,2,3,3,233
757,758,8,21,3370.71,2,2,3,223
758,759,25,34,3367.9,2,3,3,233
759,760,19,19,3366.33,2,2,3,223
760,761,76,18,3363.87,2,2,3,223
761,762,53,11,3362.11,2,2,3,223
762,763,205,13,3360.93,2,2,3,223
763,764,96,39,3360.92,2,3,3,233
764,765,98,12,3354.91,2,2,3,223
765,766,6,25,3352.45,2,3,3,233
766,767,12,28,3349.69,2,3,3,233
767,768,33,19,3348.89,2,2,3,223
768,769,119,7,3347.63,2,2,3,223
769,770,68,14,3346.94,2,2,3,223
770,771,121,12,3346.16,2,2,3,223
771,772,64,21,3342.95,2,2,3,223
772,773,52,30,3340.87,2,3,3,233
773,774,154,5,3338.99,2,2,3,223
774,775,26,7,3335.75,2,2,3,223
775,776,4,18,3332.66,2,2,3,223
776,777,65,38,3332.26,2,3,3,233
777,778,9,14,3331.88,2,2,3,223
778,779,67,25,3327.96,2,3,3,233
779,780,10,16,3327.85,2,2,3,223
780,781,123,17,3327.4,2,2,3,223
781,782,12,24,3326.49,2,3,3,233
782,783,9,18,3323.09,2,2,3,223
783,784,72,20,3322.88,2,2,3,223
784,785,1,15,3322.83,2,2,3,223
785,786,20,23,3322.18,2,3,3,233
786,787,98,20,3321.09,2,2,3,223
787,788,28,46,3320.78,2,3,3,233
788,789,16,9,3316.96,2,2,3,223
789,790,6,11,3315.92,2,2,3,223
790,791,65,19,3315.21,2,2,3,223
791,792,125,23,3312.91,2,3,3,233
792,793,18,25,3310.88,2,3,3,233
793,794,100,13,3307.93,2,2,3,223
794,795,1,29,3305.8,2,3,3,233
795,796,112,35,3304.76,2,3,3,233
796,797,17,22,3301.84,2,2,3,223
797,798,88,24,3298.85,2,3,3,233
798,799,137,17,3297.86,2,2,3,223
799,800,7,32,3296.18,2,3,3,233
800,801,77,17,3295.47,2,2,3,223
801,802,181,12,3295.1,2,2,3,223
802,803,53,35,3293.14,2,3,3,233
803,804,129,20,3288.87,2,2,3,223
804,805,28,26,3288.76,2,3,3,233
805,806,1,13,3287.77,2,2,3,223
806,807,13,27,3287.59,2,3,3,233
807,808,75,22,3284.44,2,2,3,223
808,809,12,21,3283.87,2,2,3,223
809,810,9,22,3283.75,2,2,3,223
810,811,12,29,3283.03,2,3,3,233
811,812,114,19,3282.55,2,2,3,223
812,813,15,12,3282.46,2,2,3,223
813,814,67,21,3281.03,2,2,3,223
814,815,196,9,3279.83,2,2,3,223
815,816,111,24,3279.01,2,3,3,233
816,817,17,34,3278.52,2,3,3,233
817,818,133,21,3277.57,2,2,3,223
818,819,166,10,3276.96,2,2,3,223
819,820,15,29,3276.04,2,3,3,233
820,821,29,4,3275.0,2,2,3,223
821,822,72,7,3271.97,2,2,3,223
822,823,108,14,3271.48,2,2,3,223
823,824,31,22,3267.96,2,2,3,223
824,825,171,11,3262.21,2,2,3,223
825,826,35,20,3261.83,2,2,3,223
826,827,76,21,3258.52,2,2,3,223
827,828,66,23,3257.84,2,3,3,233
828,829,38,24,3257.62,2,3,3,233
829,830,188,24,3257.24,2,3,3,233
830,831,9,21,3257.17,2,2,3,223
831,832,59,18,3257.01,2,2,3,223
832,833,67,20,3254.05,2,2,3,223
833,834,180,19,3253.89,2,2,3,223
834,835,78,29,3252.47,2,3,3,233
835,836,35,45,3249.59,2,3,3,233
836,837,55,19,3248.02,2,2,3,223
837,838,11,42,3246.87,2,3,3,233
838,839,198,4,3246.0,2,2,3,223
839,840,107,15,3244.22,2,2,3,223
840,841,132,21,3243.01,2,2,3,223
841,842,10,24,3241.21,2,3,3,233
842,843,23,24,3239.65,2,3,3,233
843,844,125,19,3237.85,2,2,3,223
844,845,21,24,3237.3,2,3,3,233
845,846,20,13,3237.26,2,2,3,223
846,847,176,12,3236.79,2,2,3,223
847,848,37,20,3235.95,2,2,3,223
848,849,34,11,3235.7,2,2,3,223
849,850,170,32,3232.75,2,3,3,233
850,851,144,22,3230.43,2,2,3,223
851,852,7,27,3229.64,2,3,3,233
852,853,76,20,3227.07,2,2,3,223
853,854,1,13,3224.55,2,2,3,223
854,855,33,22,3220.96,2,2,3,223
855,856,72,20,3220.88,2,2,3,223
856,857,42,25,3220.27,2,3,3,233
857,858,55,9,3218.15,2,2,3,223
858,859,80,13,3217.91,2,2,3,223
859,860,103,19,3216.33,2,2,3,223
860,861,14,14,3215.94,2,2,3,223
861,862,46,32,3215.13,2,3,3,233
862,863,7,17,3212.85,2,2,3,223
863,864,1,19,3211.35,2,2,3,223
864,865,86,5,3208.98,2,2,3,223
865,866,104,7,3207.96,2,2,3,223
866,867,19,20,3207.94,2,2,3,223
867,868,100,16,3206.01,2,2,3,223
868,869,140,26,3204.19,2,3,3,233
869,870,124,11,3199.37,2,2,3,223
870,871,182,16,3197.73,2,2,3,223
871,872,157,18,3197.14,2,2,3,223
872,873,144,4,3191.18,2,2,3,223
873,874,112,28,3190.6,2,3,3,233
874,875,30,9,3190.54,2,2,3,223
875,876,59,12,3188.92,2,2,3,223
876,877,25,16,3187.52,2,2,3,223
877,878,41,22,3187.01,2,2,3,223
878,879,200,10,3186.96,2,2,3,223
879,880,6,25,3184.86,2,3,3,233
880,881,51,43,3184.83,2,3,3,233
881,882,136,14,3181.86,2,2,3,223
882,883,200,13,3180.91,2,2,3,223
883,884,24,22,3180.46,2,2,3,223
884,885,56,9,3180.31,2,2,3,223
885,886,22,24,3179.43,2,3,3,233
886,887,27,24,3179.37,2,3,3,233
887,888,165,11,3177.95,2,2,3,223
888,889,4,15,3176.64,2,2,3,223
889,890,94,13,3176.45,2,2,3,223
890,891,87,37,3172.14,2,3,3,233
891,892,201,21,3167.16,2,2,3,223
892,893,72,11,3167.16,2,2,3,223
893,894,72,15,3166.94,2,2,3,223
894,895,12,21,3165.91,2,2,3,223
895,896,69,13,3163.49,2,2,3,223
896,897,8,28,3160.05,2,3,3,233
897,898,54,19,3157.75,2,2,3,223
898,899,22,2,3157.75,2,1,3,213
899,900,36,26,3154.47,2,3,3,233
900,901,14,40,3152.79,2,3,3,233
901,902,1,14,3149.69,2,2,3,223
902,903,54,29,3147.23,2,3,3,233
903,904,9,7,3146.99,2,2,3,223
904,905,38,27,3146.9,2,3,3,233
905,906,41,20,3145.87,2,2,3,223
906,907,108,23,3143.81,2,3,3,233
907,908,8,35,3142.79,2,3,3,233
908,909,13,22,3140.89,2,2,3,223
909,910,31,10,3140.78,2,2,3,223
910,911,11,22,3139.78,2,2,3,223
911,912,44,25,3138.76,2,3,3,233
912,913,93,28,3137.67,2,3,3,233
913,914,8,20,3137.15,2,2,3,223
914,915,41,29,3134.79,2,3,3,233
915,916,123,30,3134.29,2,3,3,233
916,917,8,17,3133.94,2,2,3,223
917,918,124,9,3132.64,2,2,3,223
918,919,5,18,3131.58,2,2,3,223
919,920,180,22,3130.85,2,2,3,223
920,921,123,15,3128.88,2,2,3,223
921,922,39,29,3128.71,2,3,3,233
922,923,62,22,3128.46,2,2,3,223
923,924,110,16,3126.47,2,2,3,223
924,925,94,18,3125.86,2,2,3,223
925,926,44,21,3124.4,2,2,3,223
926,927,4,15,3121.86,2,2,3,223
927,928,1,18,3113.08,2,2,3,223
928,929,47,31,3112.0,2,3,3,233
929,930,8,26,3107.86,2,3,3,233
930,931,137,22,3104.51,2,2,3,223
931,932,3,34,3104.16,2,3,3,233
932,933,21,7,3101.97,2,2,3,223
933,934,7,30,3100.76,2,3,3,233
934,935,6,26,3099.76,2,3,3,233
935,936,57,23,3099.59,2,3,3,233
936,937,161,9,3099.13,2,2,3,223
937,938,83,7,3095.83,2,2,3,223
938,939,15,17,3095.7,2,2,3,223
939,940,52,16,3095.27,2,2,3,223
940,941,36,35,3095.16,2,3,3,233
941,942,55,21,3093.67,2,2,3,223
942,943,52,28,3093.37,2,3,3,233
943,944,76,32,3092.24,2,3,3,233
944,945,168,9,3090.94,2,2,3,223
945,946,35,14,3090.78,2,2,3,223
946,947,1,18,3088.26,2,2,3,223
947,948,63,18,3086.19,2,2,3,223
948,949,21,17,3085.94,2,2,3,223
949,950,29,27,3084.03,2,3,3,233
950,951,46,23,3082.34,2,3,3,233
951,952,24,15,3081.88,2,2,3,223
952,953,17,21,3080.59,2,2,3,223
953,954,13,19,3080.56,2,2,3,223
954,955,2,12,3079.95,2,2,3,223
955,956,169,21,3078.86,2,2,3,223
956,957,4,23,3078.84,2,3,3,233
957,958,9,35,3078.65,2,3,3,233
958,959,172,18,3077.01,2,2,3,223
959,960,14,4,3074.98,2,2,3,223
960,961,59,19,3074.91,2,2,3,223
961,962,10,39,3073.83,2,3,3,233
962,963,79,13,3072.21,2,2,3,223
963,964,64,12,3072.14,2,2,3,223
964,965,4,19,3071.84,2,2,3,223
965,966,56,12,3071.65,2,2,3,223
966,967,13,39,3071.38,2,3,3,233
967,968,56,44,3068.29,2,3,3,233
968,969,110,22,3065.36,2,2,3,223
969,970,150,7,3065.07,2,2,3,223
970,971,47,33,3063.84,2,3,3,233
971,972,1,24,3060.53,2,3,3,233
972,973,141,14,3060.25,2,2,3,223
973,974,29,10,3058.15,2,2,3,223
974,975,205,7,3048.76,2,2,3,223
975,976,97,18,3048.57,2,2,3,223
976,977,174,22,3048.46,2,2,3,223
977,978,193,11,3047.94,2,2,3,223
978,979,183,19,3047.74,2,2,3,223
979,980,31,13,3045.55,2,2,3,223
980,981,5,19,3045.3,2,2,3,223
981,982,140,14,3044.81,2,2,3,223
982,983,62,19,3044.29,2,2,3,223
983,984,119,16,3043.7,2,2,3,223
984,985,14,15,3042.22,2,2,3,223
985,986,72,18,3041.83,2,2,3,223
986,987,25,29,3040.08,2,3,3,233
987,988,81,12,3038.94,2,2,3,223
988,989,57,33,3037.2,2,3,3,233
989,990,9,23,3037.14,2,3,3,233
990,991,87,17,3036.87,2,2,3,223
991,992,29,11,3036.4,2,2,3,223
992,993,171,30,3034.24,2,3,3,233
993,994,15,9,3033.75,2,2,3,223
994,995,127,21,3032.95,2,2,3,223
995,996,3,7,3030.94,2,2,3,223
996,997,105,12,3030.74,2,2,3,223
997,998,205,14,3029.62,2,2,3,223
998,999,37,24,3028.05,2,3,3,233
999,1000,1,22,3027.11,2,2,3,223
1000,1001,65,29,3026.71,2,3,3,233
1001,1003,41,38,3021.89,2,3,3,233
1002,1004,32,47,3018.95,2,3,3,233
1003,1009,78,22,3015.81,2,2,3,223
1004,1012,19,29,3013.36,2,3,3,233
1005,1013,177,24,3011.86,2,3,3,233
1006,1014,21,18,3010.97,2,2,3,223
1007,1019,111,19,3004.44,2,2,3,223
1008,1020,140,24,3002.7,2,3,3,233
1009,1021,38,15,3001.64,2,2,3,223
1010,1024,89,31,2998.79,2,3,3,233
1011,1027,21,28,2995.61,2,3,3,233
1012,1030,67,30,2992.8,2,3,3,233
1013,1034,68,30,2990.45,2,3,3,233
1014,1040,7,31,2983.44,2,3,3,233
1015,1042,101,26,2982.98,2,3,3,233
1016,1044,67,19,2981.19,2,2,3,223
1017,1046,13,24,2980.84,2,3,3,233
1018,1048,70,25,2979.05,2,3,3,233
1019,1051,10,22,2974.94,2,2,3,223
1020,1053,25,26,2971.58,2,3,3,233
1021,1056,35,19,2969.46,2,2,3,223
1022,1058,31,30,2965.6,2,3,3,233
1023,1064,38,31,2958.21,2,3,3,233
1024,1065,205,21,2955.23,2,2,3,223
1025,1071,181,29,2952.23,2,3,3,233
1026,1073,12,25,2947.9,2,3,3,233
1027,1074,2,29,2944.74,2,3,3,233
1028,1075,1,24,2944.71,2,3,3,233
1029,1076,11,26,2942.41,2,3,3,233
1030,1078,108,20,2941.92,2,2,3,223
1031,1079,20,19,2941.68,2,2,3,223
1032,1081,137,16,2939.87,2,2,3,223
1033,1083,49,44,2936.97,2,3,3,233
1034,1093,14,26,2929.34,2,3,3,233
1035,1094,204,32,2929.21,2,3,3,233
1036,1098,90,23,2922.55,2,3,3,233
1037,1102,43,19,2918.86,2,2,3,223
1038,1106,140,37,2913.36,2,3,3,233
1039,1108,62,26,2912.01,2,3,3,233
1040,1110,61,23,2909.83,2,3,3,233
1041,1114,11,18,2903.88,2,2,3,223
1042,1117,33,21,2898.14,2,2,3,223
1043,1118,175,20,2897.37,2,2,3,223
1044,1119,83,17,2896.7,2,2,3,223
1045,1123,3,29,2893.59,2,3,3,233
1046,1125,63,28,2892.48,2,3,3,233
1047,1129,3,23,2887.88,2,3,3,233
1048,1130,58,39,2887.53,2,3,3,233
1049,1133,76,32,2883.05,2,3,3,233
1050,1135,160,19,2881.45,2,2,3,223
1051,1139,5,15,2877.88,2,2,3,223
1052,1140,18,24,2876.79,2,3,3,233
1053,1142,202,24,2873.0,2,3,3,233
1054,1143,168,24,2872.27,2,3,3,233
1055,1146,1,28,2865.89,2,3,3,233
1056,1147,22,40,2865.46,2,3,3,233
1057,1149,2,20,2863.93,2,2,3,223
1058,1153,26,21,2859.17,2,2,3,223
1059,1158,36,32,2854.55,2,3,3,233
1060,1159,49,28,2854.15,2,3,3,233
1061,1161,5,25,2853.36,2,3,3,233
1062,1162,95,18,2852.06,2,2,3,223
1063,1163,32,36,2851.94,2,3,3,233
1064,1165,64,35,2850.87,2,3,3,233
1065,1166,130,29,2850.73,2,3,3,233
1066,1167,120,16,2848.56,2,2,3,223
1067,1171,22,18,2843.71,2,2,3,223
1068,1173,3,19,2842.75,2,2,3,223
1069,1176,112,16,2837.88,2,2,3,223
1070,1177,91,31,2837.73,2,3,3,233
1071,1179,31,28,2835.98,2,3,3,233
1072,1191,67,30,2819.95,2,3,3,233
1073,1196,57,22,2815.43,2,2,3,223
1074,1200,2,22,2810.35,2,2,3,223
1075,1201,51,35,2809.83,2,3,3,233
1076,1202,42,34,2809.53,2,3,3,233
1077,1203,13,45,2809.12,2,3,3,233
1078,1204,110,20,2808.83,2,2,3,223
1079,1207,9,18,2806.77,2,2,3,223
1080,1210,106,23,2805.2,2,3,3,233
1081,1212,141,18,2804.37,2,2,3,223
1082,1215,140,19,2801.34,2,2,3,223
1083,1219,141,24,2797.49,2,3,3,233
1084,1223,19,21,2793.38,2,2,3,223
1085,1224,180,20,2792.55,2,2,3,223
1086,1229,157,18,2791.36,2,2,3,223
1087,1233,15,27,2789.03,2,3,3,233
1088,1237,102,27,2785.51,2,3,3,233
1089,1238,4,28,2784.67,2,3,3,233
1090,1239,36,18,2783.17,2,2,3,223
1091,1244,85,22,2781.78,2,2,3,223
1092,1245,22,23,2781.18,2,3,3,233
1093,1249,182,26,2779.22,2,3,3,233
1094,1251,172,20,2777.44,2,2,3,223
1095,1253,64,30,2776.41,2,3,3,233
1096,1256,133,21,2772.17,2,2,3,223
1097,1259,198,19,2770.87,2,2,3,223
1098,1268,11,36,2765.67,2,3,3,233
1099,1269,144,19,2765.65,2,2,3,223
1100,1271,113,36,2764.31,2,3,3,233
1101,1274,56,16,2763.94,2,2,3,223
1102,1277,5,16,2760.87,2,2,3,223
1103,1278,110,20,2760.0,2,2,3,223
1104,1279,201,19,2758.07,2,2,3,223
1105,1280,14,29,2757.96,2,3,3,233
1106,1282,59,36,2754.75,2,3,3,233
1107,1288,63,24,2747.8,2,3,3,233
1108,1292,27,24,2742.85,2,3,3,233
1109,1297,54,17,2739.86,2,2,3,223
1110,1301,45,28,2735.52,2,3,3,233
1111,1302,9,28,2733.34,2,3,3,233
1112,1307,98,19,2727.51,2,2,3,223
1113,1309,97,17,2725.56,2,2,3,223
1114,1315,74,21,2718.89,2,2,3,223
1115,1318,93,20,2717.28,2,2,3,223
1116,1328,2,29,2708.35,2,3,3,233
1117,1333,96,29,2702.14,2,3,3,233
1118,1334,53,21,2697.94,2,2,3,223
1119,1335,3,17,2697.57,2,2,3,223
1120,1336,138,17,2696.87,2,2,3,223
1121,1340,10,16,2694.84,2,2,3,223
1122,1343,21,37,2693.28,2,3,3,233
1123,1345,31,18,2692.94,2,2,3,223
1124,1352,197,23,2690.89,2,3,3,233
1125,1354,69,16,2690.05,2,2,3,223
1126,1355,162,12,2690.0,2,2,3,223
1127,1357,12,21,2689.34,2,2,3,223
1128,1358,206,22,2684.78,2,2,3,223
1129,1359,44,18,2684.16,2,2,3,223
1130,1360,62,22,2682.75,2,2,3,223
1131,1364,48,21,2679.43,2,2,3,223
1132,1365,50,25,2679.35,2,3,3,233
1133,1366,21,27,2678.47,2,3,3,233
1134,1368,142,5,2677.28,2,2,3,223
1135,1370,23,15,2676.55,2,2,3,223
1136,1371,109,23,2673.86,2,3,3,233
1137,1372,3,29,2673.29,2,3,3,233
1138,1373,107,34,2672.06,2,3,3,233
1139,1375,127,22,2670.68,2,2,3,223
1140,1377,39,18,2668.99,2,2,3,223
1141,1379,2,21,2668.65,2,2,3,223
1142,1382,45,23,2667.52,2,3,3,233
1143,1384,111,28,2666.67,2,3,3,233
1144,1387,145,17,2663.44,2,2,3,223
1145,1388,102,36,2663.3,2,3,3,233
1146,1390,13,17,2663.02,2,2,3,223
1147,1394,43,21,2661.01,2,2,3,223
1148,1396,31,25,2660.75,2,3,3,233
1149,1397,126,24,2660.03,2,3,3,233
1150,1398,80,20,2659.43,2,2,3,223
1151,1399,1,31,2659.31,2,3,3,233
1152,1401,22,25,2657.02,2,3,3,233
1153,1404,4,38,2655.96,2,3,3,233
1154,1405,2,21,2655.51,2,2,3,223
1155,1408,65,21,2652.48,2,2,3,223
1156,1413,21,20,2648.16,2,2,3,223
1157,1420,5,30,2644.95,2,3,3,233
1158,1422,5,23,2642.53,2,3,3,233
1159,1427,106,16,2638.56,2,2,3,223
1160,1429,13,18,2636.48,2,2,3,223
1161,1431,126,13,2635.94,2,2,3,223
1162,1436,98,33,2630.37,2,3,3,233
1163,1439,120,16,2627.84,2,2,3,223
1164,1440,153,34,2627.49,2,3,3,233
1165,1441,157,13,2625.06,2,2,3,223
1166,1442,131,22,2624.99,2,2,3,223
1167,1447,88,28,2622.71,2,3,3,233
1168,1449,23,18,2622.16,2,2,3,223
1169,1450,124,16,2620.4,2,2,3,223
1170,1451,110,13,2620.27,2,2,3,223
1171,1453,6,24,2619.95,2,3,3,233
1172,1458,3,29,2617.74,2,3,3,233
1173,1459,28,21,2616.82,2,2,3,223
1174,1462,80,22,2615.31,2,2,3,223
1175,1465,69,24,2614.42,2,3,3,233
1176,1468,1,13,2612.35,2,2,3,223
1177,1470,194,27,2609.37,2,3,3,233
1178,1472,1,19,2609.0,2,2,3,223
1179,1473,112,11,2608.91,2,2,3,223
1180,1474,157,17,2608.84,2,2,3,223
1181,1478,43,19,2607.54,2,2,3,223
1182,1479,66,28,2605.64,2,3,3,233
1183,1481,1,11,2604.78,2,2,3,223
1184,1483,55,31,2604.37,2,3,3,233
1185,1485,14,25,2602.49,2,3,3,233
1186,1495,168,22,2595.41,2,2,3,223
1187,1497,35,27,2594.5,2,3,3,233
1188,1502,58,27,2592.31,2,3,3,233
1189,1503,50,30,2592.07,2,3,3,233
1190,1505,206,16,2590.87,2,2,3,223
1191,1507,61,23,2588.97,2,3,3,233
1192,1508,74,26,2588.43,2,3,3,233
1193,1511,19,24,2586.86,2,3,3,233
1194,1512,75,16,2586.85,2,2,3,223
1195,1518,114,29,2583.35,2,3,3,233
1196,1521,100,19,2581.88,2,2,3,223
1197,1522,128,31,2580.78,2,3,3,233
1198,1523,32,18,2580.27,2,2,3,223
1199,1526,70,30,2579.08,2,3,3,233
1200,1529,109,24,2578.78,2,3,3,233
1201,1530,14,35,2578.74,2,3,3,233
1202,1531,40,23,2577.95,2,3,3,233
1203,1534,207,16,2576.87,1,2,3,123
1204,1535,82,20,2576.83,2,2,3,223
1205,1543,16,19,2571.84,2,2,3,223
1206,1547,12,27,2570.55,2,3,3,233
1207,1549,10,30,2568.72,2,3,3,233
1208,1554,12,20,2564.5,2,2,3,223
1209,1555,65,17,2564.39,2,2,3,223
1210,1556,98,21,2564.11,2,2,3,223
1211,1563,15,21,2559.85,2,2,3,223
1212,1564,114,22,2559.82,2,2,3,223
1213,1569,103,23,2556.79,2,3,3,233
1214,1573,1,23,2555.27,2,3,3,233
1215,1576,68,36,2552.8,2,3,3,233
1216,1577,55,21,2552.35,2,2,3,223
1217,1579,154,15,2551.77,2,2,3,223
1218,1582,65,27,2547.46,2,3,3,233
1219,1589,1,18,2544.48,2,2,3,223
1220,1595,14,19,2541.07,2,2,3,223
1221,1596,63,21,2540.77,2,2,3,223
1222,1597,67,17,2540.56,2,2,3,223
1223,1600,12,25,2539.58,2,3,3,233
1224,1602,172,26,2538.22,2,3,3,233
1225,1605,199,19,2536.35,2,2,3,223
1226,1610,1,22,2534.23,2,2,3,223
1227,1614,12,17,2533.86,2,2,3,223
1228,1620,99,19,2530.55,2,2,3,223
1229,1621,1,21,2530.55,2,2,3,223
1230,1624,46,22,2527.69,2,2,3,223
1231,1626,72,40,2526.73,2,3,3,233
1232,1627,7,26,2525.7,2,3,3,233
1233,1628,173,19,2524.83,2,2,3,223
1234,1630,11,27,2523.14,2,3,3,233
1235,1639,162,26,2521.21,2,3,3,233
1236,1640,31,19,2520.09,2,2,3,223
1237,1646,103,40,2516.09,2,3,3,233
1238,1647,76,19,2515.6,2,2,3,223
1239,1649,106,30,2514.59,2,3,3,233
1240,1651,2,23,2513.52,2,3,3,233
1241,1655,52,16,2511.07,2,2,3,223
1242,1659,34,28,2509.8,2,3,3,233
1243,1667,131,21,2506.85,2,2,3,223
1244,1673,3,23,2501.88,2,3,3,233
1245,1674,5,17,2501.72,2,2,3,223
1246,1679,187,20,2496.89,2,2,3,223
1247,1681,207,14,2495.51,1,2,3,123
1248,1682,121,20,2495.48,2,2,3,223
1249,1683,50,16,2494.67,2,2,3,223
1250,1689,128,17,2492.54,2,2,3,223
1251,1691,91,21,2491.86,2,2,3,223
1252,1693,114,30,2491.24,2,3,3,233
1253,1694,35,30,2490.35,2,3,3,233
1254,1696,36,24,2489.29,2,3,3,233
1255,1699,16,20,2487.61,2,2,3,223
1256,1706,14,37,2479.64,2,3,3,233
1257,1708,118,24,2478.07,2,3,3,233
1258,1714,80,15,2476.3,2,2,3,223
1259,1717,1,27,2475.84,2,3,3,233
1260,1719,175,26,2471.66,2,3,3,233
1261,1720,146,21,2470.43,2,2,3,223
1262,1721,1,29,2469.36,2,3,3,233
1263,1722,179,24,2469.27,2,3,3,233
1264,1724,12,16,2467.64,2,2,3,223
1265,1731,104,23,2460.46,2,3,3,233
1266,1733,165,20,2460.26,2,2,3,223
1267,1736,87,17,2459.35,2,2,3,223
1268,1741,81,30,2454.2,2,3,3,233
1269,1743,50,32,2451.38,2,3,3,233
1270,1745,40,29,2450.3,2,3,3,233
1271,1751,12,27,2448.0,2,3,3,233
1272,1753,5,34,2447.67,2,3,3,233
1273,1754,63,21,2446.51,2,2,3,223
1274,1755,61,19,2445.95,2,2,3,223
1275,1756,44,30,2445.41,2,3,3,233
1276,1760,106,24,2444.02,2,3,3,233
1277,1765,57,17,2442.37,2,2,3,223
1278,1766,79,20,2441.96,2,2,3,223
1279,1768,84,18,2441.16,2,2,3,223
1280,1772,136,23,2438.96,2,3,3,233
1281,1773,129,19,2438.56,2,2,3,223
1282,1774,156,29,2438.28,2,3,3,233
1283,1780,3,24,2434.87,2,3,3,233
1284,1781,58,12,2434.5,2,2,3,223
1285,1787,1,26,2432.01,2,3,3,233
1286,1792,70,55,2430.41,2,3,3,233
1287,1794,147,21,2429.56,2,2,3,223
1288,1798,4,15,2428.36,2,2,3,223
1289,1804,2,38,2426.32,2,3,3,233
1290,1806,102,16,2423.79,2,2,3,223
1291,1810,3,25,2422.5,2,3,3,233
1292,1816,67,24,2417.04,2,3,3,233
1293,1819,1,20,2416.13,2,2,3,223
1294,1830,2,21,2412.25,2,2,3,223
1295,1833,108,19,2411.52,2,2,3,223
1296,1834,24,17,2410.96,2,2,3,223
1297,1841,33,21,2407.14,2,2,3,223
1298,1842,108,11,2407.02,2,2,3,223
